"course_id","facility_name","course_name","city","state","course_details_path"
11351,"Gateway Park Golf Course","Gateway Park Golf Course","Montgomery","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11351"
11257,"Glenlakes Golf Club","Glenlakes Golf Club - Dunes/Lakes","Foley","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11257"
11259,"Glenlakes Golf Club","Glenlakes Golf Club - Dunes/Vista","Foley","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11259"
21047,"Glenlakes Golf Club","Glenlakes Golf Club - Lakes/Lakes","Foley","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=21047"
11258,"Glenlakes Golf Club","Glenlakes Golf Club - Lakes/Vista","Foley","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11258"
20906,"Goose Pond Colony","Goose Pond Colony","Scottsboro","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=20906"
11296,"Goose Pond Plantation","Goose Pond Plantation","Scottsboro","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11296"
11383,"Grand National Golf Course","Grand National Golf Course - Lake Course","Opelika","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11383"
20852,"Grand National Golf Course","Grand National Golf Course - Links","Opelika","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=20852"
17798,"Grand National Golf Course","Grand National Golf Course - Short Course","Opelika","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=17798"
11316,"Grayson Valley Country Club","Grayson Valley Country Club","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11316"
11289,"Greenville Country Club","Greenville Country Club","Greenville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11289"
11303,"Greystone","Greystone - Founders Course","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11303"
11302,"Greystone","Greystone - Legacy","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11302"
11343,"Gulf Shores Golf Club","Gulf Shores Golf Club - Gulf Shores Country Club","Gulf Shores","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11343"
11293,"Gunter's Landing","Gunter's Landing","Guntersville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11293"
11260,"Hampton Cove","Hampton Cove - Highlands","Owens Cross Roads","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11260"
15032,"Hampton Cove","Hampton Cove - River","Owens Cross Roads","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=15032"
34805,"Hampton Cove","Hampton Cove - Short Course","Owens Cross Roads","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=34805"
14188,"Heron Lakes Country Club","Heron Lakes Country Club","Mobile","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14188"
11387,"Hidden Meadows Golf Club","Hidden Meadows Golf Club","Northport","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11387"
11292,"Highland Oaks","Highland Oaks - Highlands/Marshwood","Dothan","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11292"
11290,"Highland Oaks","Highland Oaks - Magnolia/Highlands","Dothan","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11290"
11291,"Highland Oaks","Highland Oaks - Marshwood/Magnolia","Dothan","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11291"
34852,"Highland Oaks","Highland Oaks - Short Course","Dothan","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=34852"
11285,"Highland Park Golf Course","Highland Park Golf Course","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11285"
14007,"Hoover Country Club","Hoover Country Club","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14007"
11337,"Huntsville Country Club","Huntsville Country Club","Huntsville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11337"
14984,"Indian Hills Country Club","Indian Hills Country Club","Tuscaloosa","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14984"
11345,"Inverness Country Club","Inverness Country Club","Birmingham,","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11345"
30486,"Jackson Golf Association","Jackson Golf Association","Jackson","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=30486"
11320,"Juniper Creek","Juniper Creek","Brewton","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11320"
11321,"Kiva Dunes","Kiva Dunes","Gulf Shores","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11321"
25178,"KUILSRIVIER GOLF CLUB","KUILSRIVIER GOLF CLUB","Kuilsrivier","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=25178"
11379,"Lagoon Park","Lagoon Park - Lagoon Park Golf Course","Montgomery","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11379"
11299,"Lake Forest Yacht & Country Club","Lake Forest Yacht & Country Club - Forest Course","Daphne","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11299"
11255,"Lakeview Country Club","Lakeview Country Club","Greensboro","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11255"
11352,"Lakewood Golf Club","Lakewood Golf Club - Azalea","Point Clear","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11352"
11369,"Lakewood Golf Club","Lakewood Golf Club - Dogwood","Point Clear","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11369"
11405,"Lakewood Golf Course","Lakewood Golf Course","Phenix City","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11405"
11284,"Limestone Springs","Limestone Springs","Oneonta","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11284"
11412,"Livingston Country Club","Livingston Country Club","Livingston","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11412"
11262,"Magnolia Grove","Magnolia Grove - Crossings","Semmes","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11262"
11261,"Magnolia Grove","Magnolia Grove - Falls","Semmes","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11261"
34102,"Magnolia Grove","Magnolia Grove - Short Course","Semmes","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=34102"
24855,"MBOMBELA GOLF CLUB","MBOMBELA GOLF CLUB","Nelspruit","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=24855"
11326,"Montgomery Country Club","Montgomery Country Club","Montgomery","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11326"
11314,"Moore's Mill Club","Moore's Mill Club","Auburn","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11314"
11375,"Mountain Brook Club","Mountain Brook Club","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11375"
11342,"Musgrove Country Club","Musgrove Country Club","Jasper","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11342"
11325,"NorthRiver Yacht Club","NorthRiver Yacht Club","Tuscaloosa","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11325"
11358,"Oak Mountain State Park Golf Course","Oak Mountain State Park Golf Course","Pelham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11358"
14706,"Ol' Colony Golf Complex","Ol' Colony Golf Complex","Tuscaloosa","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14706"
11252,"Old Overton Club","Old Overton Club","Vestavia Hills","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11252"
11350,"Oxmoor Valley","Oxmoor Valley - Ridge Course","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11350"
11372,"Oxmoor Valley","Oxmoor Valley - The Backyard","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11372"
11371,"Oxmoor Valley","Oxmoor Valley - Valley Course","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11371"
11251,"Peninsula Golf Course","Peninsula Golf Course - Cypress/Marsh","Gulf Shores","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11251"
11250,"Peninsula Golf Course","Peninsula Golf Course - Lakes/Cypress","Gulf Shores","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11250"
11249,"Peninsula Golf Course","Peninsula Golf Course - Marsh/Lakes","Gulf Shores","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11249"
11282,"Pikeville Country Club","Pikeville Country Club","Guin","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11282"
11315,"Pine Hill Country Club","Pine Hill Country Club","Anniston","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11315"
15083,"Pine Tree Country Club","Pine Tree Country Club","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=15083"
11403,"Pines Crossing Golf Course","Pines Crossing Golf Course - Pines Crossing Golf Club","Auburn","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11403"
17861,"Point Mallard Golf Course","Point Mallard Golf Course - Point Mallard","Decatur","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=17861"
14764,"Point University Golf Club","Point University Golf Club","Lanett","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14764"
11353,"Prattville Country Club","Prattville Country Club","Prattville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11353"
11394,"Quail Creek Golf Course","Quail Creek Golf Course","Fairhope","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11394"
11265,"Redmont Recreation Club","Redmont Recreation Club","Red Bay","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11265"
17893,"Riverchase Country Club","Riverchase Country Club - Riverchase CC","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=17893"
11380,"Rock Creek","Rock Creek","Fairhope","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11380"
11349,"Roebuck Golf Course","Roebuck Golf Course","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11349"
11357,"Ross Bridge Golf Course","Ross Bridge Golf Course","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11357"
24947,"SABI RIVER SUN GOLF CLUB","SABI RIVER SUN GOLF CLUB","HAZYVIEW","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=24947"
15187,"Saugahatchee Country Club","Saugahatchee Country Club","Opelika","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=15187"
11363,"Selma Country Club","Selma Country Club","Selma","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11363"
11312,"Shoal Creek Club","Shoal Creek Club","Shoal Creek","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11312"
17722,"Silver Lakes","Silver Lakes - Backbreaker-Mindbreaker","Glencoe","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=17722"
17724,"Silver Lakes","Silver Lakes - Heartbreaker-Backbreaker","Glencoe","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=17724"
17723,"Silver Lakes","Silver Lakes - Mindbreaker-Heartbreaker","Glencoe","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=17723"
34804,"Silver Lakes","Silver Lakes - Short Course","Glencoe","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=34804"
11287,"Silver Wings Golf Course","Silver Wings Golf Course - Blue/Red","Ft Rucker","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11287"
11288,"Silver Wings Golf Course","Silver Wings Golf Course - Red/White","Ft Rucker","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11288"
11286,"Silver Wings Golf Course","Silver Wings Golf Course - White/Blue","Ft Rucker","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11286"
11354,"Southern Gayles Golf Club","Southern Gayles Golf Club","Athens","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11354"
11411,"Spring Hill College Golf Club","Spring Hill College Golf Club","Mobile","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11411"
11381,"Steelwood","Steelwood","Loxley","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11381"
14768,"Stillwaters Golf","Stillwaters Golf","Dadeville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14768"
11392,"Terrapin Hills Country Club","Terrapin Hills Country Club","Fort Payne","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11392"
11355,"Terri Pines Country Club","Terri Pines Country Club","Cullman","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11355"
34071,"The Bridges at Tartan Pines","The Bridges at Tartan Pines","Enterprise","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=34071"
11329,"The Ledges Country Club","The Ledges Country Club","Huntsville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11329"
11256,"The Links at Redstone","The Links at Redstone - Patriot Course","Redstone Arsenal","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11256"
13685,"The Links at Redstone","The Links at Redstone - Warrior","Redstone Arsenal","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=13685"
11324,"The Links of Tuscaloosa","The Links of Tuscaloosa","Tuscaloosa","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11324"
31601,"The Meadows Golf Course","The Meadows Golf Course","Harpersville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=31601"
11273,"The Pines of Chatom","The Pines of Chatom","Chatom","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11273"
11267,"The Pines of Millbrook","The Pines of Millbrook","Millbrook","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11267"
11361,"The Shoals","The Shoals - Fighting Joe","Muscle Shoals","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11361"
11360,"The Shoals","The Shoals - The Schoolmaster","Muscle Shoals","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11360"
11367,"Timber Creek Golf Club","Timber Creek Golf Club - Dogwood/Pines","Daphne","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11367"
11366,"Timber Creek Golf Club","Timber Creek Golf Club - Magnolia/Dogwood","Daphne","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11366"
11368,"Timber Creek Golf Club","Timber Creek Golf Club - Pines/Magnolia","Daphne","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11368"
11336,"Timberline Golf Course","Timberline Golf Course","Calera","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11336"
11311,"Troy Country Club","Troy Country Club","Troy","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11311"
11346,"Trussville Country Club","Trussville Country Club","Trussville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11346"
11274,"Turtle Point Yacht & CC","Turtle Point Yacht & CC","Killen","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11274"
11384,"Twin Bridges Golf Club","Twin Bridges Golf Club","Gadsden","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11384"
32121,"Twin Pines","Twin Pines","Russellville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=32121"
25022,"TZANEEN COUNTRY CLUB","TZANEEN COUNTRY CLUB","Limpopo","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=25022"
11341,"Valley Hill Country Club","Valley Hill Country Club - Hill/Lake","Huntsville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11341"
11340,"Valley Hill Country Club","Valley Hill Country Club - Hill/Valley","Huntsville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11340"
11339,"Valley Hill Country Club","Valley Hill Country Club - Valley/Lake","Huntsville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11339"
14215,"Vanity Fair Golf & Tennis Club","Vanity Fair Golf & Tennis Club - Vanity Fair","Monroeville","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14215"
14710,"Vestavia Country Club","Vestavia Country Club","Birmingham","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14710"
33417,"Wicker Point Golf Club","Wicker Point Golf Club","Alexander City","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=33417"
14948,"Willow Point Golf & Country Club","Willow Point Golf & Country Club - Willow Point Country Club","Alexander City","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14948"
11389,"Woodward Golf & Country Club","Woodward Golf & Country Club","Bessemer","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11389"
11344,"Wynlakes Golf & Country Club","Wynlakes Golf & Country Club","Montgomery","AL","https://ncrdb.usga.org/courseTeeInfo?CourseID=11344"
12978,"Anchorage Golf Course","Anchorage Golf Course","Anchorage","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12978"
12990,"Bear Valley Golf Course","Bear Valley Golf Course","Kodiak","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12990"
12987,"Birch Ridge GC","Birch Ridge GC","Soldotna","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12987"
12986,"Bird Homestead GC","Bird Homestead GC","Soldotna","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12986"
12981,"Chena Bend GC","Chena Bend GC","Fairbanks","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12981"
12982,"Fairbanks GC","Fairbanks GC","Fairbanks","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12982"
34910,"Fox Hollow GC","Fox Hollow GC","Anchorage","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=34910"
12988,"Kenai Golf Association","Kenai Golf Association","Kenai","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12988"
12989,"Moose Run GC","Moose Run GC - Creek Course","Anchorage","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12989"
12992,"Moose Run GC","Moose Run GC - Hill Course","Anchorage","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12992"
33582,"Muskeg Meadows GC","Muskeg Meadows GC","Wrangell","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=33582"
12983,"NorthStar Golf Club","NorthStar Golf Club - NorthStar Golf Course","Fairbanks","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12983"
12984,"Palmer GC","Palmer GC","Palmer","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12984"
12979,"Sea Mountain GC","Sea Mountain GC","Sitka","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12979"
12985,"Settlers Bay GC","Settlers Bay GC","Wasilla","AK","https://ncrdb.usga.org/courseTeeInfo?CourseID=12985"
13029,"500 Club, The","500 Club, The","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13029"
35040,"500 Club, The","500 Club, The - The 500 Club Futures Course","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=35040"
13276,"Agave Highlands","Agave Highlands","Cornville","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13276"
13160,"Aguila Golf Course","Aguila Golf Course","Laveen","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13160"
35238,"Aguila Golf Course","Aguila Golf Course - Aguila Golf Course- Short Course","Laveen","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=35238"
13236,"Ahwatukee Golf Club","Ahwatukee Golf Club","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13236"
13077,"Ak-Chin Southern Dunes Golf Club","Ak-Chin Southern Dunes Golf Club","Maricopa","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13077"
13038,"Alpine Country Club","Alpine Country Club","Alpine","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13038"
13295,"Alta Mesa Golf Club","Alta Mesa Golf Club","Mesa","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13295"
13082,"Ancala Country Club","Ancala Country Club","Scottsdale","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13082"
13127,"Antelope Hills GC","Antelope Hills GC - North","Prescott","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13127"
13128,"Antelope Hills GC","Antelope Hills GC - South","Prescott","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13128"
13121,"Anthem Golf & Country Club","Anthem Golf & Country Club - Ironwood","Anthem","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13121"
13122,"Anthem Golf & Country Club","Anthem Golf & Country Club - Persimmon","Anthem","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13122"
13123,"Apache Creek Golf Club","Apache Creek Golf Club","Apache Junction","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13123"
13273,"Apache Stronghold GC","Apache Stronghold GC","San Carlos","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13273"
13346,"Apache Sun Golf Club","Apache Sun Golf Club","Queen Creek","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13346"
13124,"Apache Wells CC","Apache Wells CC","Mesa","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13124"
13271,"Arizona Biltmore CC","Arizona Biltmore CC - Estates","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13271"
13272,"Arizona Biltmore CC","Arizona Biltmore CC - Links","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13272"
13266,"Arizona City Golf Course","Arizona City Golf Course","Arizona City","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13266"
13311,"Arizona Country Club","Arizona Country Club","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13311"
13231,"Arizona Golf Resort","Arizona Golf Resort","Mesa","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13231"
13095,"Arizona Grand Golf Course","Arizona Grand Golf Course","Phoenix","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13095"
13147,"Arizona National GC","Arizona National GC","Tucson","AZ","https://ncrdb.usga.org/courseTeeInfo?CourseID=13147"
