YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
2024,0,55182,Tom Kim,44.67%,88,197,-0.15
2024,0,34563,Chesson Hadley,44.53%,61,137,-0.11
2024,0,48084,Wesley Bryan,44.44%,32,72,-0.16
2024,0,40098,Matt Fitzpatrick,44.44%,68,153,-0.19
2024,0,32757,Patton Kizzire,44.44%,56,126,-0.04
2024,0,28420,Ryan Brehm,44.34%,47,106,-0.04
2024,0,50188,S.H. Kim,44.29%,97,219,-0.07
2024,0,51766,Wyndham Clark,44.12%,60,136,-0.27
2024,0,50493,Justin Suh,43.92%,65,148,-0.06
2024,0,47504,Sam Burns,43.75%,70,160,-0.27
2024,0,24502,Adam Scott,43.75%,63,144,-0.14
2024,0,26596,Ryan Moore,43.71%,73,167,E
2024,0,47679,Victor Perez,43.71%,66,151,-0.12
2024,0,45609,Tyler Duncan,43.65%,55,126,-0.05
2024,0,29221,Webb Simpson,43.56%,44,101,-0.02
2024,0,48699,Callum Tarren,43.33%,52,120,-0.02
2024,0,45157,Cam Davis,43.17%,79,183,-0.09
2024,0,59836,Pierceson Coody,42.97%,55,128,-0.09
2024,0,39977,Max Homa,42.78%,83,194,-0.22
2024,0,45522,Christiaan Bezuidenhout,42.64%,84,197,-0.20
2024,0,35461,Beau Hossler,42.62%,78,183,-0.05
2024,0,34374,Erik Barnes,42.61%,49,115,E
2024,0,47483,Will Zalatoris,42.41%,67,158,-0.16
2024,0,59442,Parker Coody,42.24%,49,116,-0.10
2024,0,57900,Chandler Phillips,41.94%,78,186,-0.15
2024,0,47995,Davis Riley,41.83%,64,153,-0.05
2024,0,54783,Dylan Wu,41.76%,71,170,-0.03
2024,0,12716,Charley Hoffman,41.38%,60,145,E
2024,0,47591,Eric Cole,41.35%,98,237,-0.11
2024,0,32791,K.H. Lee,41.18%,63,153,-0.05
2024,0,32640,Troy Merritt,41.18%,56,136,+0.02
2024,0,52374,Brandon Wu,41.18%,70,170,-0.09
2024,0,32366,Kevin Chappell,41.00%,41,100,-0.12
2024,0,27649,Brandt Snedeker,40.76%,64,157,+0.02
2024,0,46441,Robby Shelton,40.59%,69,170,-0.16
2024,0,47993,Denny McCarthy,40.57%,86,212,-0.17
2024,0,60767,Blaine Hale Jr.,39.77%,35,88,+0.06
2024,0,29908,C.T. Pan,39.61%,61,154,-0.08
2024,0,47347,Adam Schenk,39.56%,72,182,-0.08
2024,0,30927,Brendon Todd,39.32%,116,295,-0.13
2024,0,50525,Collin Morikawa,39.27%,75,191,-0.21
2024,0,30926,Chris Kirk,39.10%,61,156,-0.08
2024,0,51894,Vince Whaley,39.06%,50,128,-0.06
2024,0,29478,Kevin Kisner,38.58%,49,127,-0.08
2024,0,34098,Russell Henley,38.38%,71,185,-0.14
2024,0,52514,Trace Crowe,38.28%,49,128,-0.04
2024,0,27770,Camilo Villegas,38.14%,45,118,-0.07
2024,0,47806,Raul Pereda,38.10%,40,105,-0.15
2024,0,23320,Ryan Palmer,37.93%,33,87,-0.09
2024,0,33408,Tyson Alexander,37.76%,54,143,-0.07
2024,0,27330,Josh Teater,37.63%,35,93,+0.17
2024,0,34466,Peter Malnati,37.18%,58,156,-0.07
2024,0,35617,Martin Trainer,36.36%,36,99,-0.06
2024,0,48119,Ben Taylor,33.86%,43,127,-0.02
2024,0,55789,Taylor Montgomery,31.82%,42,132,-0.07
2024,0,22371,Aaron Baddeley,30.65%,57,186,-0.18
2023,0,39335,Kevin Roy,59.29%,67,113,-0.06
2023,0,39997,Corey Conners,58.11%,86,148,-0.01
2023,0,58696,Peter Kuest,57.75%,41,71,-0.17
2023,0,33141,Keegan Bradley,56.64%,81,143,-0.14
2023,0,27974,Sung Kang,56.52%,39,69,-0.13
2023,0,52955,Ludvig Åberg,55.84%,43,77,-0.07
2023,0,32816,Satoshi Kodaira,55.17%,64,116,+0.06
2023,0,45609,Tyler Duncan,54.49%,85,156,-0.07
2023,0,27129,Luke List,53.95%,82,152,-0.07
2023,0,52375,Doug Ghim,53.70%,87,162,-0.05
2023,0,57366,Cameron Young,53.54%,68,127,-0.13
2023,0,27214,Kevin Streelman,53.16%,101,190,-0.03
2023,0,49453,Trevor Cone,52.94%,63,119,-0.10
2023,0,24140,Sean O'Hair,52.56%,41,78,E
2023,0,53165,Doc Redman,52.35%,78,149,-0.03
2023,0,36801,Mark Hubbard,51.90%,109,210,-0.08
2023,0,27644,Brian Harman,51.76%,103,199,-0.08
2023,0,54628,Lee Hodges,51.74%,104,201,-0.15
2023,0,58168,Davis Thompson,51.72%,90,174,-0.10
2023,0,39324,J.J. Spaun,51.52%,85,165,-0.12
2023,0,26476,Chez Reavie,51.39%,111,216,-0.11
2023,0,31646,Emiliano Grillo,51.04%,98,192,-0.12
2023,0,29725,Tony Finau,50.89%,86,169,-0.14
2023,0,56630,Akshay Bhatia,50.88%,58,114,-0.05
2023,0,46970,Jon Rahm,50.71%,71,140,-0.20
2023,0,40115,Adam Svensson,50.63%,120,237,-0.13
2023,0,47347,Adam Schenk,50.45%,112,222,-0.06
2023,0,12716,Charley Hoffman,50.41%,62,123,-0.06
2023,0,32448,James Hahn,50.33%,77,153,-0.13
2023,0,46046,Scottie Scheffler,50.32%,79,157,-0.14
2023,0,31323,Gary Woodland,50.32%,79,157,-0.05
2023,0,39971,Sungjae Im,50.27%,93,185,-0.06
2023,0,51997,Andrew Novak,50.00%,72,144,-0.07
2023,0,49771,J.T. Poston,50.00%,97,194,-0.12
2023,0,45242,Kevin Yu,50.00%,45,90,-0.16
2023,0,54591,Ben Griffin,49.72%,90,181,-0.19
2023,0,48699,Callum Tarren,49.70%,83,167,-0.04
2023,0,30163,Henrik Norlander,49.68%,77,155,E
2023,0,39975,Michael Kim,49.66%,74,149,-0.07
2023,0,27554,Scott Harrington,49.55%,55,111,-0.04
2023,0,36326,David Lipsky,49.51%,101,204,-0.07
2023,0,34098,Russell Henley,49.48%,96,194,-0.06
2023,0,39546,Keith Mitchell,49.35%,76,154,-0.18
2023,0,52411,Kyle Westmoreland,49.23%,64,130,-0.09
2023,0,33122,Russell Knox,49.22%,95,193,-0.14
2023,0,25900,Lucas Glover,49.18%,90,183,-0.12
2023,0,51070,Vincent Norrman,49.18%,60,122,-0.08
2023,0,52513,Carson Young,49.17%,89,181,-0.12
2023,0,28237,Rory McIlroy,49.15%,58,118,-0.24
2023,0,35532,Tom Hoge,48.77%,99,203,-0.09
2023,0,35617,Martin Trainer,48.75%,39,80,+0.13
2023,0,40006,Erik van Rooyen,48.74%,58,119,-0.09
2023,0,40250,Taylor Pendrith,48.72%,76,156,-0.13
2023,0,50525,Collin Morikawa,48.68%,74,152,-0.04
2023,0,20229,Stewart Cink,48.57%,68,140,-0.18
2023,0,34255,Joseph Bramlett,48.51%,65,134,-0.14
2023,0,54421,Garrick Higgo,48.47%,79,163,-0.06
2023,0,47988,Nick Hardy,48.44%,93,192,-0.14
2023,0,55708,Hayden Buckley,48.39%,60,124,-0.08
2023,0,36799,Stephan Jaeger,48.37%,104,215,-0.12
2023,0,56762,Will Gordon,48.33%,87,180,-0.05
2023,0,57362,Austin Eckroat,48.26%,83,172,-0.12
2023,0,49960,Sepp Straka,48.09%,88,183,-0.11
2023,0,36871,Matt NeSmith,47.76%,96,201,-0.06
2023,0,34363,Tyrrell Hatton,47.55%,68,143,-0.19
2023,0,37455,Si Woo Kim,47.35%,107,226,-0.13
2023,0,28420,Ryan Brehm,47.20%,59,125,-0.05
2023,0,47995,Davis Riley,47.20%,76,161,-0.08
2023,0,32839,Hideki Matsuyama,47.13%,82,174,-0.17
2023,0,47983,Chad Ramey,47.03%,95,202,-0.05
2023,0,35450,Patrick Cantlay,46.97%,62,132,-0.13
2023,0,22056,Cameron Percy,46.94%,46,98,-0.02
2023,0,49947,Taylor Moore,46.89%,83,177,-0.11
2023,0,33653,Thomas Detry,46.76%,65,139,-0.17
2023,0,28775,Nate Lashley,46.75%,79,169,-0.06
2023,0,32640,Troy Merritt,46.58%,68,146,-0.12
2023,0,26596,Ryan Moore,46.50%,73,157,-0.08
2023,0,32333,Kevin Tway,46.45%,72,155,-0.22
2023,0,34431,Robert Streb,46.38%,64,138,-0.05
2023,0,55182,Tom Kim,46.32%,88,190,-0.17
2023,0,32662,Michael Gligic,46.08%,47,102,-0.06
2023,0,30692,Scott Stallings,46.04%,64,139,-0.03
2023,0,47504,Sam Burns,46.00%,69,150,-0.09
2023,0,36724,Augusto Núñez,45.97%,57,124,-0.21
2023,0,34256,Andrew Putnam,45.90%,123,268,-0.07
2023,0,52374,Brandon Wu,45.81%,93,203,-0.09
2023,0,34099,Harris English,45.74%,102,223,-0.12
2023,0,51766,Wyndham Clark,45.60%,83,182,-0.11
2023,0,35310,Lanto Griffin,45.56%,41,90,+0.05
2023,0,55454,Carl Yuan,45.52%,66,145,-0.03
2023,0,51491,Brandon Matthews,45.45%,40,88,+0.03
2023,0,33448,Justin Thomas,45.45%,70,154,-0.03
2023,0,23320,Ryan Palmer,45.21%,66,146,-0.12
2023,0,34076,Joel Dahmen,45.20%,80,177,-0.11
2023,0,29535,Brice Garnett,45.10%,69,153,-0.13
2023,0,51890,Greyson Sigg,45.09%,78,173,-0.19
2023,0,52372,Cameron Champ,45.05%,50,111,-0.12
2023,0,27936,Martin Laird,45.05%,82,182,-0.10
2023,0,29908,C.T. Pan,45.05%,41,91,-0.02
2023,0,46717,Viktor Hovland,45.03%,68,151,-0.04
2023,0,33204,Shane Lowry,44.96%,58,129,-0.24
2023,0,19803,Ryan Armour,44.85%,87,194,-0.11
2023,0,25632,Jimmy Walker,44.79%,73,163,-0.05
2023,0,40098,Matt Fitzpatrick,44.76%,64,143,-0.09
2023,0,24024,Zach Johnson,44.68%,63,141,-0.10
2023,0,28252,Seamus Power,44.65%,71,159,-0.10
2023,0,31577,Tano Goya,44.52%,65,146,-0.14
2023,0,37338,Zecheng Dou,44.44%,68,153,-0.06
2023,0,32791,K.H. Lee,44.44%,80,180,-0.10
2023,0,34563,Chesson Hadley,44.38%,71,160,-0.10
2023,0,46601,Trey Mullinax,44.29%,62,140,-0.11
2023,0,27963,Chris Stroud,44.25%,50,113,-0.24
2023,0,30911,Tommy Fleetwood,44.23%,69,156,-0.13
2023,0,25686,Jason Dufner,44.20%,61,138,+0.02
2023,0,50493,Justin Suh,44.07%,104,236,-0.14
2023,0,24502,Adam Scott,44.04%,48,109,-0.15
2023,0,52453,Nicolai Hojgaard,44.00%,33,75,-0.09
2023,0,39977,Max Homa,43.86%,75,171,-0.16
2023,0,47128,Richy Werenski,43.80%,60,137,-0.13
2023,0,32757,Patton Kizzire,43.65%,79,181,-0.05
2023,0,48081,Xander Schauffele,43.62%,65,149,-0.15
2023,0,29221,Webb Simpson,43.59%,51,117,-0.14
2023,0,48867,Matti Schmid,43.56%,44,101,-0.14
2023,0,39067,MJ Daffue,43.48%,60,138,-0.12
2023,0,28089,Jason Day,43.45%,63,145,-0.22
2023,0,49298,Kramer Hickok,43.40%,69,159,E
2023,0,31557,Jim Herman,43.33%,65,150,-0.20
2023,0,47993,Denny McCarthy,43.30%,97,224,-0.09
2023,0,33413,Ben Martin,43.27%,74,171,-0.04
2023,0,36699,Patrick Rodgers,43.24%,80,185,-0.11
2023,0,22371,Aaron Baddeley,43.23%,67,155,-0.07
2023,0,35506,Mackenzie Hughes,43.10%,75,174,-0.15
2023,0,29289,S.Y. Noh,43.10%,50,116,+0.08
2023,0,22405,Justin Rose,43.06%,62,144,-0.13
2023,0,40162,Justin Lower,43.02%,74,172,-0.12
2023,0,51414,Brent Grant,42.86%,51,119,+0.10
2023,0,47079,Harrison Endycott,42.77%,68,159,-0.09
2023,0,47591,Eric Cole,42.70%,117,274,-0.13
2023,0,33948,Byeong Hun An,42.69%,73,171,-0.15
2023,0,48887,Matt Wallace,42.58%,66,155,+0.03
2023,0,37275,Sam Ryder,42.44%,87,205,-0.05
2023,0,23108,Matt Kuchar,42.31%,77,182,-0.01
2023,0,31202,William McGirt,42.31%,44,104,-0.20
2023,0,35901,Paul Haley II,42.29%,85,201,-0.04
2023,0,40058,Zac Blair,42.22%,76,180,-0.04
2023,0,27095,Nick Watney,41.79%,56,134,-0.04
2023,0,46340,Alex Smalley,41.71%,83,199,+0.01
2023,0,39954,Cody Gribble,41.51%,44,106,-0.16
2023,0,35879,Kelly Kraft,41.12%,81,197,-0.04
2023,0,32366,Kevin Chappell,41.10%,30,73,-0.03
2023,0,25818,Scott Piercy,40.85%,67,164,-0.10
2023,0,46441,Robby Shelton,40.64%,89,219,-0.04
2023,0,50095,Austin Smotherman,40.40%,61,151,-0.15
2023,0,33399,Adam Hadwin,40.36%,90,223,-0.03
2023,0,58967,Trevor Werbylo,40.30%,54,134,-0.06
2023,0,45157,Cam Davis,40.25%,64,159,+0.02
2023,0,32102,Rickie Fowler,40.24%,68,169,-0.24
2023,0,46414,Aaron Rai,40.10%,77,192,-0.14
2023,0,46442,Maverick McNealy,39.83%,47,118,-0.09
2023,0,25493,Nick Taylor,39.77%,68,171,-0.13
2023,0,30927,Brendon Todd,39.74%,91,229,-0.19
2023,0,51349,Nico Echavarria,39.72%,56,141,-0.11
2023,0,55893,Sam Stevens,39.66%,71,179,-0.08
2023,0,48119,Ben Taylor,39.60%,80,202,-0.18
2023,0,29420,Billy Horschel,39.37%,50,127,-0.20
2023,0,34409,David Lingmerth,39.36%,74,188,-0.14
2023,0,33597,Harry Higgs,39.34%,48,122,-0.04
2023,0,27349,Alex Noren,39.33%,70,178,-0.10
2023,0,50188,S.H. Kim,39.29%,77,196,-0.14
2023,0,49766,Hank Lebioda,39.22%,40,102,-0.08
2023,0,51950,Max McGreevy,38.89%,56,144,-0.05
2023,0,51634,Sahith Theegala,38.68%,82,212,-0.21
2023,0,54783,Dylan Wu,38.54%,74,192,-0.07
2023,0,30926,Chris Kirk,38.51%,67,174,-0.09
2023,0,34610,Matthias Schwab,38.38%,71,185,-0.06
2023,0,24925,Jonathan Byrd,38.10%,40,105,-0.13
2023,0,33408,Tyson Alexander,38.04%,62,163,-0.11
2023,0,48084,Wesley Bryan,38.03%,27,71,E
2023,0,45522,Christiaan Bezuidenhout,38.00%,76,200,-0.14
2023,0,55789,Taylor Montgomery,37.62%,76,202,-0.20
2023,0,32139,Danny Willett,37.50%,51,136,-0.14
2023,0,57975,Harry Hall,37.28%,63,169,-0.06
2023,0,33410,Andrew Landry,36.96%,51,138,+0.12
2023,0,46435,Austin Cook,36.93%,65,176,-0.06
2023,0,31560,Brian Stuard,36.24%,54,149,-0.30
2023,0,29970,Dylan Frittelli,35.76%,54,151,-0.04
2023,0,35461,Beau Hossler,35.39%,63,178,-0.17
2023,0,35449,Adam Long,35.27%,73,207,-0.01
2023,0,39058,Lucas Herbert,34.69%,34,98,-0.12
2023,0,34046,Jordan Spieth,34.53%,48,139,E
2023,0,48117,Kurt Kitayama,34.15%,42,123,-0.10
2023,0,59018,Ryan Gerard,32.62%,46,141,-0.02
2023,0,34466,Peter Malnati,30.43%,49,161,-0.16
2022,0,52372,Cameron Champ,63.44,59,93,-0.05
2022,0,39997,Corey Conners,62.41,88,141,-0.13
2022,0,29518,Brendan Steele,58.77,67,114,-0.09
2022,0,48081,Xander Schauffele,58.14,75,129,-0.16
2022,0,50525,Collin Morikawa,58.0,58,100,-0.21
2022,0,50095,Austin Smotherman,57.72,71,123,-0.06
2022,0,55708,Hayden Buckley,56.94,82,144,-0.04
2022,0,47988,Nick Hardy,56.63,47,83,-0.04
2022,0,20229,Stewart Cink,55.81,72,129,-0.13
2022,0,28775,Nate Lashley,55.65,69,124,-0.04
2022,0,21961,Charles Howell III,55.56,45,81,-0.04
2022,0,34255,Joseph Bramlett,54.55,66,121,-0.09
2022,0,46402,Talor Gooch,54.47,67,123,-0.15
2022,0,27936,Martin Laird,54.35,75,138,-0.03
2022,0,32662,Michael Gligic,54.21,58,107,-0.07
2022,0,47529,Mito Pereira,54.11,79,146,-0.01
2022,0,49964,Aaron Wise,54.02,94,174,-0.16
2022,0,46046,Scottie Scheffler,53.52,76,142,-0.09
2022,0,24980,Scott Gutschewski,53.42,39,73,-0.05
2022,0,31646,Emiliano Grillo,53.24,74,139,-0.12
2022,0,36699,Patrick Rodgers,52.78,76,144,-0.09
2022,0,33141,Keegan Bradley,52.59,61,116,-0.07
2022,0,37275,Sam Ryder,52.5,84,160,-0.15
2022,0,46717,Viktor Hovland,51.69,61,118,-0.21
2022,0,40250,Taylor Pendrith,51.55,50,97,+0.02
2022,0,36801,Mark Hubbard,51.47,70,136,-0.10
2022,0,35879,Kelly Kraft,51.39,74,144,-0.14
2022,0,48117,Kurt Kitayama,51.16,44,86,-0.23
2022,0,46970,Jon Rahm,50.93,55,108,-0.07
2022,0,54628,Lee Hodges,50.9,85,167,-0.09
2022,0,32366,Kevin Chappell,50.72,35,69,-0.17
2022,0,39971,Sungjae Im,50.69,73,144,-0.08
2022,0,54421,Garrick Higgo,50.67,38,75,-0.18
2022,0,27649,Brandt Snedeker,50.43,59,117,-0.12
2022,0,28252,Seamus Power,50.41,61,121,-0.05
2022,0,45609,Tyler Duncan,50.36,70,139,-0.17
2022,0,47504,Sam Burns,50.3,83,165,-0.13
2022,0,46340,Alex Smalley,50.3,83,165,-0.04
2022,0,29725,Tony Finau,50.0,82,164,-0.06
2022,0,23320,Ryan Palmer,50.0,50,100,-0.08
2022,0,33448,Justin Thomas,50.0,65,130,-0.11
2022,0,34563,Chesson Hadley,49.61,64,129,-0.03
2022,0,27064,Jhonattan Vegas,49.6,62,125,-0.10
2022,0,27129,Luke List,49.57,58,117,-0.05
2022,0,19803,Ryan Armour,49.48,48,97,-0.15
2022,0,29926,Danny Lee,49.41,42,85,-0.05
2022,0,33419,Cameron Tringale,49.1,82,167,-0.10
2022,0,37212,Paul Barjon,48.78,60,123,-0.08
2022,0,34174,John Huh,48.72,76,156,-0.12
2022,0,35110,Brett Drewitt,48.57,51,105,-0.08
2022,0,30927,Brendon Todd,48.4,91,188,-0.15
2022,0,48822,Sebastián Muñoz,48.37,74,153,+0.04
2022,0,36326,David Lipsky,48.35,88,182,-0.16
2022,0,46414,Aaron Rai,48.28,84,174,-0.11
2022,0,56278,Matthew Wolff,48.28,42,87,-0.14
2022,0,28237,Rory McIlroy,48.21,54,112,-0.13
2022,0,33204,Shane Lowry,48.11,51,106,-0.04
2022,0,46550,Brandon Hagy,47.9,57,119,E
2022,0,30163,Henrik Norlander,47.79,65,136,+0.02
2022,0,35449,Adam Long,47.78,86,180,-0.05
2022,0,49766,Hank Lebioda,47.62,80,168,-0.05
2022,0,40162,Justin Lower,47.62,60,126,-0.12
2022,0,48699,Callum Tarren,47.57,49,103,-0.04
2022,0,47856,Seth Reeves,47.42,46,97,-0.13
2022,0,29478,Kevin Kisner,47.37,63,133,-0.03
2022,0,39953,Chase Seiffert,47.25,43,91,-0.05
2022,0,47347,Adam Schenk,47.19,84,178,-0.10
2022,0,33399,Adam Hadwin,47.06,72,153,-0.10
2022,0,32448,James Hahn,47.01,55,117,-0.11
2022,0,51766,Wyndham Clark,46.81,66,141,-0.14
2022,0,52375,Doug Ghim,46.72,64,137,+0.09
2022,0,33122,Russell Knox,46.67,70,150,-0.09
2022,0,32839,Hideki Matsuyama,46.56,61,131,-0.13
2022,0,24925,Jonathan Byrd,46.53,47,101,-0.06
2022,0,35532,Tom Hoge,46.39,77,166,-0.12
2022,0,37455,Si Woo Kim,46.33,82,177,-0.06
2022,0,51890,Greyson Sigg,46.3,75,162,-0.11
2022,0,32139,Danny Willett,46.23,49,106,-0.18
2022,0,49298,Kramer Hickok,46.2,79,171,-0.13
2022,0,33490,Bo Hoag,46.07,41,89,-0.10
2022,0,57366,Cameron Young,46.03,58,126,-0.16
2022,0,49947,Taylor Moore,45.98,80,174,-0.09
