YEAR,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
2024,0,47420,Jake Knapp,5.7
2024,0,25493,Nick Taylor,5.7
2024,0,60004,Jacob Bridgeman,5.6
2024,0,59836,Pierceson Coody,5.6
2024,0,25900,Lucas Glover,5.6
2024,0,39977,Max Homa,5.6
2024,0,37378,Min Woo Lee,5.6
2024,0,57900,Chandler Phillips,5.6
2024,0,46414,Aaron Rai,5.6
2024,0,58168,Davis Thompson,5.6
2024,0,48887,Matt Wallace,5.6
2024,0,35310,Lanto Griffin,5.5
2024,0,37455,Si Woo Kim,5.5
2024,0,32791,K.H. Lee,5.5
2024,0,59143,Mac Meissner,5.5
2024,0,48867,Matti Schmid,5.5
2024,0,32333,Kevin Tway,5.5
2024,0,52513,Carson Young,5.5
2024,0,47483,Will Zalatoris,5.5
2024,0,57362,Austin Eckroat,5.4
2024,0,57975,Harry Hall,5.4
2024,0,12716,Charley Hoffman,5.4
2024,0,36799,Stephan Jaeger,5.4
2024,0,50525,Collin Morikawa,5.4
2024,0,34256,Andrew Putnam,5.4
2024,0,36699,Patrick Rodgers,5.4
2024,0,22405,Justin Rose,5.4
2024,0,33486,Roger Sloan,5.4
2024,0,34046,Jordan Spieth,5.4
2024,0,27214,Kevin Streelman,5.4
2024,0,59866,Nick Dunlap,5.3
2024,0,54591,Ben Griffin,5.3
2024,0,51696,Rico Hoey,5.3
2024,0,36801,Mark Hubbard,5.3
2024,0,50188,S.H. Kim,5.3
2024,0,47983,Chad Ramey,5.3
2024,0,52215,Robert MacIntyre,5.2
2024,0,47995,Davis Riley,5.2
2024,0,34076,Joel Dahmen,5.1
2024,0,51997,Andrew Novak,5.1
2024,0,27139,David Skinns,5.1
2024,0,50095,Austin Smotherman,5.1
2024,0,27064,Jhonattan Vegas,5.1
2024,0,51894,Vince Whaley,5.1
2024,0,51349,Nico Echavarria,5.0
2024,0,36884,Ben Kohles,5.0
2024,0,33968,Thorbjørn Olesen,5.0
2024,0,47347,Adam Schenk,5.0
2024,0,46441,Robby Shelton,5.0
2024,0,49960,Sepp Straka,5.0
2024,0,50493,Justin Suh,5.0
2024,0,34021,Bud Cauley,4.9
2024,0,47591,Eric Cole,4.9
2024,0,52375,Doug Ghim,4.9
2024,0,34587,Chan Kim,4.9
2024,0,30926,Chris Kirk,4.9
2024,0,27936,Martin Laird,4.9
2024,0,28775,Nate Lashley,4.9
2024,0,29221,Webb Simpson,4.9
2024,0,33448,Justin Thomas,4.9
2024,0,52666,Sami Valimaki,4.9
2024,0,54783,Dylan Wu,4.9
2024,0,52514,Trace Crowe,4.8
2024,0,45157,Cam Davis,4.8
2024,0,54576,Patrick Fishburn,4.8
2024,0,47988,Nick Hardy,4.8
2024,0,48117,Kurt Kitayama,4.8
2024,0,32757,Patton Kizzire,4.8
2024,0,27129,Luke List,4.8
2024,0,40115,Adam Svensson,4.8
2024,0,34563,Chesson Hadley,4.7
2024,0,39546,Keith Mitchell,4.7
2024,0,30163,Henrik Norlander,4.7
2024,0,29908,C.T. Pan,4.7
2024,0,32367,Jorge Campillo,4.6
2024,0,50497,Adrien Dumont de Chassart,4.6
2024,0,52453,Nicolai Højgaard,4.6
2024,0,23108,Matt Kuchar,4.6
2024,0,55789,Taylor Montgomery,4.6
2024,0,48084,Wesley Bryan,4.5
2024,0,46113,Ryan McCormick,4.5
2024,0,34255,Joseph Bramlett,4.4
2024,0,39975,Michael Kim,4.4
2024,0,37275,Sam Ryder,4.4
2024,0,35617,Martin Trainer,4.4
2024,0,31323,Gary Woodland,4.4
2024,0,45242,Kevin Yu,4.4
2024,0,40026,Daniel Berger,4.3
2024,0,59095,Chris Gotterup,4.3
2024,0,54628,Lee Hodges,4.3
2024,0,29478,Kevin Kisner,4.3
2024,0,39324,J.J. Spaun,4.3
2024,0,38991,Alejandro Tosti,4.3
2024,0,33408,Tyson Alexander,4.2
2024,0,40058,Zac Blair,4.2
2024,0,54421,Garrick Higgo,4.2
2024,0,34466,Peter Malnati,4.2
2024,0,26596,Ryan Moore,4.2
2024,0,36871,Matt NeSmith,4.2
2024,0,52374,Brandon Wu,4.2
2024,0,59442,Parker Coody,4.1
2024,0,22371,Aaron Baddeley,4.0
2024,0,47663,Kevin Dougherty,4.0
2024,0,56149,Wilson Furr,4.0
2024,0,23320,Ryan Palmer,4.0
2024,0,52372,Cameron Champ,3.9
2024,0,29535,Brice Garnett,3.9
2024,0,32640,Troy Merritt,3.9
2024,0,45609,Tyler Duncan,3.8
2024,0,51890,Greyson Sigg,3.8
2024,0,27649,Brandt Snedeker,3.8
2024,0,55708,Hayden Buckley,3.7
2024,0,60767,Blaine Hale Jr.,3.7
2024,0,34374,Erik Barnes,3.6
2024,0,32070,Rafael Campos,3.6
2024,0,36326,David Lipsky,3.6
2024,0,26476,Chez Reavie,3.6
2024,0,48699,Callum Tarren,3.6
2024,0,60067,Joe Highsmith,3.5
2024,0,46340,Alex Smalley,3.5
2024,0,48119,Ben Taylor,3.4
2024,0,48319,Tom Whitney,3.4
2024,0,37212,Paul Barjon,3.3
2024,0,47806,Raul Pereda,3.2
2024,0,51070,Vincent Norrman,3.0
2024,0,27770,Camilo Villegas,3.0
2024,0,55454,Carl Yuan,3.0
2024,0,28420,Ryan Brehm,2.9
2024,0,27330,Josh Teater,2.9
2023,0,52955,Ludvig Åberg,7.8
2023,0,33141,Keegan Bradley,7.2
2023,0,46970,Jon Rahm,7.2
2023,0,39977,Max Homa,7.1
2023,0,34363,Tyrrell Hatton,7.0
2023,0,46717,Viktor Hovland,7.0
2023,0,48081,Xander Schauffele,6.9
2023,0,24502,Adam Scott,6.9
2023,0,29725,Tony Finau,6.7
2023,0,50493,Justin Suh,6.7
2023,0,32102,Rickie Fowler,6.6
2023,0,34098,Russell Henley,6.6
2023,0,40115,Adam Svensson,6.4
2023,0,58696,Peter Kuest,6.3
2023,0,28237,Rory McIlroy,6.3
2023,0,50525,Collin Morikawa,6.3
2023,0,47993,Denny McCarthy,6.2
2023,0,47504,Sam Burns,6.1
2023,0,30911,Tommy Fleetwood,6.1
2023,0,32839,Hideki Matsuyama,6.1
2023,0,46046,Scottie Scheffler,6.1
2023,0,55182,Tom Kim,6.0
2023,0,33204,Shane Lowry,6.0
2023,0,55789,Taylor Montgomery,6.0
2023,0,49771,J.T. Poston,6.0
2023,0,51634,Sahith Theegala,6.0
2023,0,33653,Thomas Detry,5.9
2023,0,34563,Chesson Hadley,5.9
2023,0,36799,Stephan Jaeger,5.9
2023,0,22405,Justin Rose,5.9
2023,0,35450,Patrick Cantlay,5.8
2023,0,57975,Harry Hall,5.8
2023,0,37275,Sam Ryder,5.8
2023,0,49960,Sepp Straka,5.8
2023,0,48887,Matt Wallace,5.8
2023,0,54783,Dylan Wu,5.8
2023,0,47591,Eric Cole,5.7
2023,0,39997,Corey Conners,5.7
2023,0,39058,Lucas Herbert,5.7
2023,0,35532,Tom Hoge,5.7
2023,0,39546,Keith Mitchell,5.7
2023,0,34256,Andrew Putnam,5.7
2023,0,45522,Christiaan Bezuidenhout,5.6
2023,0,55708,Hayden Buckley,5.6
2023,0,34099,Harris English,5.6
2023,0,33399,Adam Hadwin,5.6
2023,0,27644,Brian Harman,5.6
2023,0,52453,Nicolai Hojgaard,5.6
2023,0,39971,Sungjae Im,5.6
2023,0,29289,S.Y. Noh,5.6
2023,0,25493,Nick Taylor,5.6
2023,0,45157,Cam Davis,5.5
2023,0,40098,Matt Fitzpatrick,5.5
2023,0,59018,Ryan Gerard,5.5
2023,0,39954,Cody Gribble,5.5
2023,0,54591,Ben Griffin,5.5
2023,0,47988,Nick Hardy,5.5
2023,0,27349,Alex Noren,5.5
2023,0,33448,Justin Thomas,5.5
2023,0,56762,Will Gordon,5.4
2023,0,30926,Chris Kirk,5.4
2023,0,33410,Andrew Landry,5.4
2023,0,46442,Maverick McNealy,5.4
2023,0,47347,Adam Schenk,5.4
2023,0,51766,Wyndham Clark,5.3
2023,0,50188,S.H. Kim,5.3
2023,0,40162,Justin Lower,5.3
2023,0,31202,William McGirt,5.3
2023,0,47983,Chad Ramey,5.3
2023,0,30927,Brendon Todd,5.3
2023,0,22371,Aaron Baddeley,5.2
2023,0,57362,Austin Eckroat,5.2
2023,0,25900,Lucas Glover,5.2
2023,0,31646,Emiliano Grillo,5.2
2023,0,28252,Seamus Power,5.2
2023,0,51890,Greyson Sigg,5.2
2023,0,28089,Jason Day,5.1
2023,0,32816,Satoshi Kodaira,5.1
2023,0,49947,Taylor Moore,5.1
2023,0,36871,Matt NeSmith,5.1
2023,0,29908,C.T. Pan,5.1
2023,0,27214,Kevin Streelman,5.1
2023,0,29420,Billy Horschel,5.0
2023,0,28775,Nate Lashley,5.0
2023,0,32791,K.H. Lee,5.0
2023,0,33413,Ben Martin,5.0
2023,0,26476,Chez Reavie,5.0
2023,0,48119,Ben Taylor,5.0
2023,0,52374,Brandon Wu,5.0
2023,0,57366,Cameron Young,5.0
2023,0,34255,Joseph Bramlett,4.9
2023,0,29535,Brice Garnett,4.9
2023,0,52375,Doug Ghim,4.9
2023,0,54628,Lee Hodges,4.9
2023,0,46414,Aaron Rai,4.9
2023,0,34046,Jordan Spieth,4.9
2023,0,31577,Tano Goya,4.8
2023,0,46340,Alex Smalley,4.8
2023,0,50095,Austin Smotherman,4.8
2023,0,39324,J.J. Spaun,4.8
2023,0,54421,Garrick Higgo,4.7
2023,0,37455,Si Woo Kim,4.7
2023,0,27936,Martin Laird,4.7
2023,0,26596,Ryan Moore,4.7
2023,0,51997,Andrew Novak,4.7
2023,0,36699,Patrick Rodgers,4.7
2023,0,52513,Carson Young,4.7
2023,0,34076,Joel Dahmen,4.6
2023,0,37338,Zecheng Dou,4.6
2023,0,32448,James Hahn,4.6
2023,0,35506,Mackenzie Hughes,4.6
2023,0,48117,Kurt Kitayama,4.6
2023,0,23108,Matt Kuchar,4.6
2023,0,53165,Doc Redman,4.6
2023,0,47995,Davis Riley,4.6
2023,0,31323,Gary Woodland,4.6
2023,0,49298,Kramer Hickok,4.5
2023,0,33597,Harry Higgs,4.5
2023,0,36801,Mark Hubbard,4.5
2023,0,24024,Zach Johnson,4.5
2023,0,33122,Russell Knox,4.5
2023,0,30163,Henrik Norlander,4.5
2023,0,55893,Sam Stevens,4.5
2023,0,28420,Ryan Brehm,4.4
2023,0,39975,Michael Kim,4.4
2023,0,35879,Kelly Kraft,4.4
2023,0,27129,Luke List,4.4
2023,0,35449,Adam Long,4.4
2023,0,34466,Peter Malnati,4.4
2023,0,58168,Davis Thompson,4.4
2023,0,40058,Zac Blair,4.3
2023,0,45609,Tyler Duncan,4.3
2023,0,35310,Lanto Griffin,4.3
2023,0,35461,Beau Hossler,4.3
2023,0,27974,Sung Kang,4.3
2023,0,30692,Scott Stallings,4.3
2023,0,47128,Richy Werenski,4.3
2023,0,55454,Carl Yuan,4.3
2023,0,56630,Akshay Bhatia,4.2
2023,0,32757,Patton Kizzire,4.2
2023,0,36326,David Lipsky,4.2
2023,0,34610,Matthias Schwab,4.2
2023,0,27963,Chris Stroud,4.2
2023,0,48699,Callum Tarren,4.2
2023,0,45242,Kevin Yu,4.2
2023,0,33948,Byeong Hun An,4.1
2023,0,32366,Kevin Chappell,4.1
2023,0,20229,Stewart Cink,4.1
2023,0,39067,MJ Daffue,4.1
2023,0,35901,Paul Haley II,4.1
2023,0,48867,Matti Schmid,4.1
2023,0,29221,Webb Simpson,4.1
2023,0,32333,Kevin Tway,4.1
2023,0,25632,Jimmy Walker,4.1
2023,0,32139,Danny Willett,4.1
2023,0,49453,Trevor Cone,4.0
2023,0,47079,Harrison Endycott,4.0
2023,0,34409,David Lingmerth,4.0
2023,0,51070,Vincent Norrman,4.0
2023,0,23320,Ryan Palmer,4.0
2023,0,25818,Scott Piercy,4.0
2023,0,46441,Robby Shelton,4.0
2023,0,31557,Jim Herman,3.9
2023,0,49766,Hank Lebioda,3.9
2023,0,32640,Troy Merritt,3.9
2023,0,40250,Taylor Pendrith,3.9
2023,0,35617,Martin Trainer,3.9
2023,0,40006,Erik van Rooyen,3.9
2023,0,52372,Cameron Champ,3.8
2023,0,46601,Trey Mullinax,3.8
2023,0,19803,Ryan Armour,3.7
2023,0,46435,Austin Cook,3.6
2023,0,58967,Trevor Werbylo,3.6
2023,0,25686,Jason Dufner,3.5
2023,0,27554,Scott Harrington,3.5
2023,0,12716,Charley Hoffman,3.5
2023,0,22056,Cameron Percy,3.5
2023,0,31560,Brian Stuard,3.5
2023,0,52411,Kyle Westmoreland,3.5
2023,0,36724,Augusto Núñez,3.3
2023,0,39335,Kevin Roy,3.3
2023,0,34431,Robert Streb,3.3
2023,0,33408,Tyson Alexander,3.2
2023,0,51414,Brent Grant,3.2
2023,0,29970,Dylan Frittelli,3.1
2023,0,51491,Brandon Matthews,3.1
2023,0,51950,Max McGreevy,3.1
2023,0,48084,Wesley Bryan,3.0
2023,0,51349,Nico Echavarria,3.0
2023,0,32662,Michael Gligic,3.0
2023,0,27095,Nick Watney,3.0
2023,0,24140,Sean O'Hair,2.6
2023,0,24925,Jonathan Byrd,2.3
2022,0,46717,Viktor Hovland,7.7
2022,0,28237,Rory McIlroy,7.7
2022,0,46970,Jon Rahm,7.2
2022,0,48081,Xander Schauffele,6.7
2022,0,39546,Keith Mitchell,6.6
2022,0,46046,Scottie Scheffler,6.6
2022,0,50525,Collin Morikawa,6.4
2022,0,24138,Ian Poulter,6.4
2022,0,34363,Tyrrell Hatton,6.3
2022,0,39971,Sungjae Im,6.3
2022,0,46442,Maverick McNealy,6.3
2022,0,23621,Rory Sabbatini,6.3
2022,0,35891,Cameron Smith,6.3
2022,0,26851,Marc Leishman,6.2
2022,0,47993,Denny McCarthy,6.1
2022,0,24502,Adam Scott,6.1
2022,0,40115,Adam Svensson,6.1
2022,0,36689,Brooks Koepka,6.0
2022,0,49964,Aaron Wise,6.0
2022,0,45522,Christiaan Bezuidenhout,5.9
2022,0,34098,Russell Henley,5.9
2022,0,32839,Hideki Matsuyama,5.9
2022,0,32640,Troy Merritt,5.9
2022,0,33448,Justin Thomas,5.9
2022,0,47504,Sam Burns,5.8
2022,0,25900,Lucas Glover,5.8
2022,0,32791,K.H. Lee,5.8
2022,0,33141,Keegan Bradley,5.7
2022,0,29725,Tony Finau,5.7
2022,0,23108,Matt Kuchar,5.7
2022,0,45486,Joaquin Niemann,5.7
2022,0,39997,Corey Conners,5.6
2022,0,25198,Francesco Molinari,5.6
2022,0,40250,Taylor Pendrith,5.6
2022,0,34610,Matthias Schwab,5.6
2022,0,35450,Patrick Cantlay,5.5
2022,0,30911,Tommy Fleetwood,5.5
2022,0,33204,Shane Lowry,5.5
2022,0,49947,Taylor Moore,5.5
2022,0,27349,Alex Noren,5.5
2022,0,47529,Mito Pereira,5.5
2022,0,36699,Patrick Rodgers,5.5
2022,0,34046,Jordan Spieth,5.5
2022,0,30927,Brendon Todd,5.5
2022,0,45157,Cam Davis,5.4
2022,0,39977,Max Homa,5.4
2022,0,36326,David Lipsky,5.4
2022,0,40162,Justin Lower,5.4
2022,0,34466,Peter Malnati,5.4
2022,0,49960,Sepp Straka,5.4
2022,0,34264,Hudson Swafford,5.4
2022,0,34076,Joel Dahmen,5.3
2022,0,40098,Matt Fitzpatrick,5.3
2022,0,35310,Lanto Griffin,5.3
2022,0,33399,Adam Hadwin,5.3
2022,0,29420,Billy Horschel,5.3
2022,0,35461,Beau Hossler,5.3
2022,0,29478,Kevin Kisner,5.3
2022,0,48822,Sebastián Muñoz,5.3
2022,0,51634,Sahith Theegala,5.3
2022,0,32150,Michael Thompson,5.3
2022,0,56278,Matthew Wolff,5.3
2022,0,57366,Cameron Young,5.3
2022,0,47483,Will Zalatoris,5.3
2022,0,20229,Stewart Cink,5.2
2022,0,27644,Brian Harman,5.2
2022,0,39058,Lucas Herbert,5.2
2022,0,27129,Luke List,5.2
2022,0,35449,Adam Long,5.2
2022,0,28252,Seamus Power,5.2
2022,0,34256,Andrew Putnam,5.2
2022,0,47995,Davis Riley,5.2
2022,0,23983,Luke Donald,5.1
2022,0,29970,Dylan Frittelli,5.1
2022,0,31646,Emiliano Grillo,5.1
2022,0,54628,Lee Hodges,5.1
2022,0,30944,Jason Kokrak,5.1
2022,0,49771,J.T. Poston,5.1
2022,0,37275,Sam Ryder,5.1
2022,0,30692,Scott Stallings,5.1
2022,0,40006,Erik van Rooyen,5.1
2022,0,45526,Abraham Ancer,5.0
2022,0,51766,Wyndham Clark,5.0
2022,0,35506,Mackenzie Hughes,5.0
2022,0,48117,Kurt Kitayama,5.0
2022,0,28775,Nate Lashley,5.0
2022,0,29908,C.T. Pan,5.0
2022,0,39324,J.J. Spaun,5.0
2022,0,37212,Paul Barjon,4.9
2022,0,21961,Charles Howell III,4.9
2022,0,36801,Mark Hubbard,4.9
2022,0,34174,John Huh,4.9
2022,0,48699,Callum Tarren,4.9
2022,0,32139,Danny Willett,4.9
2022,0,37455,Si Woo Kim,4.8
2022,0,30926,Chris Kirk,4.8
2022,0,29289,S.Y. Noh,4.8
2022,0,22405,Justin Rose,4.8
2022,0,35617,Martin Trainer,4.8
2022,0,37189,Harold Varner III,4.8
2022,0,51894,Vince Whaley,4.8
2022,0,46435,Austin Cook,4.7
2022,0,36799,Stephan Jaeger,4.7
2022,0,27974,Sung Kang,4.7
2022,0,27936,Martin Laird,4.7
2022,0,29221,Webb Simpson,4.7
2022,0,33419,Cameron Tringale,4.7
2022,0,55708,Hayden Buckley,4.6
2022,0,45609,Tyler Duncan,4.6
2022,0,36871,Matthew NeSmith,4.6
2022,0,27095,Nick Watney,4.6
2022,0,19803,Ryan Armour,4.5
2022,0,32366,Kevin Chappell,4.5
2022,0,33122,Russell Knox,4.5
2022,0,32816,Satoshi Kodaira,4.5
2022,0,33667,Carlos Ortiz,4.5
2022,0,24361,Pat Perez,4.5
2022,0,53165,Doc Redman,4.5
2022,0,34360,Patrick Reed,4.5
2022,0,31323,Gary Woodland,4.5
2022,0,54783,Dylan Wu,4.5
2022,0,28089,Jason Day,4.4
2022,0,46402,Talor Gooch,4.4
2022,0,35532,Tom Hoge,4.4
2022,0,32757,Patton Kizzire,4.4
2022,0,49766,Hank Lebioda,4.4
2022,0,23320,Ryan Palmer,4.4
2022,0,46414,Aaron Rai,4.4
2022,0,26476,Chez Reavie,4.4
2022,0,51890,Greyson Sigg,4.4
2022,0,23325,Vaughn Taylor,4.4
2022,0,27064,Jhonattan Vegas,4.4
2022,0,34563,Chesson Hadley,4.3
2022,0,36884,Ben Kohles,4.3
2022,0,25818,Scott Piercy,4.3
2022,0,46340,Alex Smalley,4.3
2022,0,25493,Nick Taylor,4.3
2022,0,24925,Jonathan Byrd,4.2
2022,0,49298,Kramer Hickok,4.2
2022,0,33597,Harry Higgs,4.2
2022,0,27139,David Skinns,4.2
2022,0,50095,Austin Smotherman,4.2
2022,0,27214,Kevin Streelman,4.2
2022,0,32333,Kevin Tway,4.2
2022,0,32102,Rickie Fowler,4.1
2022,0,47988,Nick Hardy,4.1
2022,0,31557,Jim Herman,4.1
2022,0,12716,Charley Hoffman,4.1
2022,0,24024,Zach Johnson,4.1
2022,0,36852,Jim Knous,4.1
2022,0,35879,Kelly Kraft,4.1
2022,0,47347,Adam Schenk,4.1
2022,0,33486,Roger Sloan,4.1
2022,0,27770,Camilo Villegas,4.1
2022,0,48887,Matt Wallace,4.1
2022,0,29974,Branden Grace,4.0
2022,0,29518,Brendan Steele,4.0
2022,0,34431,Robert Streb,4.0
2022,0,45540,Jared Wolfe,4.0
2022,0,29535,Brice Garnett,3.9
2022,0,32448,James Hahn,3.9
2022,0,46601,Trey Mullinax,3.9
2022,0,39953,Chase Seiffert,3.9
2022,0,52375,Doug Ghim,3.8
2022,0,33490,Bo Hoag,3.8
2022,0,26300,Matt Jones,3.8
2022,0,51997,Andrew Novak,3.8
2022,0,47856,Seth Reeves,3.8
2022,0,10381,Curtis Thompson,3.8
2022,0,52374,Brandon Wu,3.8
2022,0,24924,Bill Haas,3.7
2022,0,54421,Garrick Higgo,3.7
2022,0,51950,Max McGreevy,3.7
2022,0,47983,Chad Ramey,3.7
2022,0,28114,Dawie van der Walt,3.7
2022,0,47128,Richy Werenski,3.7
2022,0,27895,Jonas Blixt,3.6
2022,0,32662,Michael Gligic,3.6
2022,0,22056,Cameron Percy,3.6
2022,0,46550,Brandon Hagy,3.5
2022,0,31420,Anirban Lahiri,3.5
2022,0,27649,Brandt Snedeker,3.5
2022,0,30978,Kiradech Aphibarnrat,3.4
2022,0,34255,Joseph Bramlett,3.4
2022,0,48084,Wesley Bryan,3.4
2022,0,52372,Cameron Champ,3.4
2022,0,25686,Jason Dufner,3.4
2022,0,30163,Henrik Norlander,3.3
2022,0,24980,Scott Gutschewski,3.2
2022,0,39436,Joshua Creel,3.1
2022,0,35110,Brett Drewitt,3.1
2022,0,31560,Brian Stuard,3.0
2022,0,29926,Danny Lee,2.9
2021,0,26329,Louis Oosthuizen,7.2
2021,0,35450,Patrick Cantlay,6.8
2021,0,34099,Harris English,6.8
2021,0,40026,Daniel Berger,6.7
2021,0,39997,Corey Conners,6.7
2021,0,12716,Charley Hoffman,6.7
2021,0,22405,Justin Rose,6.7
2021,0,28237,Rory McIlroy,6.6
2021,0,45526,Abraham Ancer,6.5
2021,0,47959,Bryson DeChambeau,6.5
2021,0,39971,Sungjae Im,6.5
2021,0,30925,Dustin Johnson,6.5
2021,0,24024,Zach Johnson,6.5
2021,0,30944,Jason Kokrak,6.5
2021,0,29221,Webb Simpson,6.5
2021,0,34360,Patrick Reed,6.4
2021,0,48081,Xander Schauffele,6.4
2021,0,24502,Adam Scott,6.4
2021,0,46717,Viktor Hovland,6.3
2021,0,45486,Joaquin Niemann,6.2
2021,0,32757,Patton Kizzire,6.1
2021,0,33204,Shane Lowry,6.1
2021,0,34046,Jordan Spieth,6.1
2021,0,33448,Justin Thomas,6.1
2021,0,30927,Brendon Todd,6.1
2021,0,40006,Erik van Rooyen,6.1
2021,0,47504,Sam Burns,6.0
2021,0,35891,Cameron Smith,6.0
2021,0,29518,Brendan Steele,6.0
2021,0,33419,Cameron Tringale,6.0
2021,0,49964,Aaron Wise,6.0
2021,0,29725,Tony Finau,5.9
2021,0,40098,Matt Fitzpatrick,5.9
2021,0,34098,Russell Henley,5.9
2021,0,45157,Cam Davis,5.8
2021,0,29420,Billy Horschel,5.8
2021,0,29478,Kevin Kisner,5.8
2021,0,36689,Brooks Koepka,5.8
2021,0,46970,Jon Rahm,5.8
2021,0,46046,Scottie Scheffler,5.8
2021,0,20229,Stewart Cink,5.7
2021,0,25396,Kevin Na,5.7
2021,0,32150,Michael Thompson,5.7
2021,0,30911,Tommy Fleetwood,5.6
2021,0,27644,Brian Harman,5.6
2021,0,26300,Matt Jones,5.6
2021,0,49771,J.T. Poston,5.6
2021,0,24138,Ian Poulter,5.6
2021,0,35310,Lanto Griffin,5.5
2021,0,36801,Mark Hubbard,5.5
2021,0,35506,Mackenzie Hughes,5.5
2021,0,49766,Hank Lebioda,5.5
2021,0,24361,Pat Perez,5.5
2021,0,31646,Emiliano Grillo,5.4
2021,0,48822,Sebastián Muñoz,5.4
2021,0,33667,Carlos Ortiz,5.4
2021,0,23320,Ryan Palmer,5.4
2021,0,25493,Nick Taylor,5.4
2021,0,48887,Matt Wallace,5.4
2021,0,19803,Ryan Armour,5.3
2021,0,25364,Paul Casey,5.3
2021,0,46402,Talor Gooch,5.3
2021,0,37189,Harold Varner III,5.3
2021,0,47483,Will Zalatoris,5.3
2021,0,29535,Brice Garnett,5.2
2021,0,25900,Lucas Glover,5.2
2021,0,33399,Adam Hadwin,5.2
2021,0,32839,Hideki Matsuyama,5.2
2021,0,50525,Collin Morikawa,5.2
2021,0,27349,Alex Noren,5.2
2021,0,31560,Brian Stuard,5.2
2021,0,32139,Danny Willett,5.2
2021,0,52375,Doug Ghim,5.1
2021,0,34363,Tyrrell Hatton,5.1
2021,0,32816,Satoshi Kodaira,5.1
2021,0,46442,Maverick McNealy,5.1
2021,0,36699,Patrick Rodgers,5.1
2021,0,27649,Brandt Snedeker,5.1
2021,0,27064,Jhonattan Vegas,5.1
2021,0,20396,Lee Westwood,5.1
2021,0,56278,Matthew Wolff,5.1
2021,0,26499,Rafa Cabrera Bello,5.0
2021,0,33597,Harry Higgs,5.0
2021,0,39977,Max Homa,5.0
2021,0,26851,Marc Leishman,5.0
2021,0,27942,Rob Oppenheim,5.0
2021,0,27214,Kevin Streelman,5.0
2021,0,28089,Jason Day,4.9
2021,0,32618,Rhein Gibson,4.9
2021,0,29974,Branden Grace,4.9
2021,0,32448,James Hahn,4.9
2021,0,30926,Chris Kirk,4.9
2021,0,32640,Troy Merritt,4.9
2021,0,47347,Adam Schenk,4.9
2021,0,49960,Sepp Straka,4.9
2021,0,25804,Bubba Watson,4.9
2021,0,31323,Gary Woodland,4.9
2021,0,33141,Keegan Bradley,4.8
2021,0,28252,Seamus Power,4.8
2021,0,34256,Andrew Putnam,4.8
2021,0,53165,Doc Redman,4.8
2021,0,37275,Sam Ryder,4.8
2021,0,23621,Rory Sabbatini,4.8
2021,0,26331,Charl Schwartzel,4.8
2021,0,34431,Robert Streb,4.8
2021,0,27770,Camilo Villegas,4.8
2021,0,25686,Jason Dufner,4.7
2021,0,34563,Chesson Hadley,4.7
2021,0,21961,Charles Howell III,4.7
2021,0,31420,Anirban Lahiri,4.7
